,ID,Name
39993,Funhe2EKm002258,Metallothionein (100%M)
40042,Funhe2EKm002262,ADP-ribosylation factor protein 2-binding protein (88%P)
40001,Funhe2EKm002259,anaphase promoting complex subunit 13 (45%P)
40005,Funhe2EKm002260,HCG1820885 (100%M)
40010,Funhe2EKm002261,RING finger and SPRY domain-containing protein (100%T)
40239,Funhe2EKm002274,Uncharacterized serine-rich protein C215.13 (73%M)
40235,Funhe2EKm002273,DNA-directed RNA polymerase II subunit RPB1 (3%U)
40261,Funhe2EKm002275,"Peptide deformylase, mitochondrial (100%T)"
40279,Funhe2EKm002278,Dehydrogenase/reductase SDR family member on chromosome X (100%T)
40267,Funhe2EKm002276,Spermatogenesis-associated protein 2 protein (100%T)
40190,Funhe2EKm002271,Voltage-gated potassium channel subunit beta-1 (100%T)
40171,Funhe2EKm002270,Kelch protein 36 (99%M)
40164,Funhe2EKm002268,Coactosin 1 (Dictyostelium) (100%T)
40293,Funhe2EKm002279,Chromosome 16 open reading frame (100%T)
40210,Funhe2EKm002272,Tyrosine aminotransferase (98%M)
40363,Funhe2EKm002282,Fanconi anemia group A protein (100%T)
40330,Funhe2EKm002280,Uncharacterized protein
40336,Funhe2EKm002281,Zinc finger protein (100%M)
39611,Funhe2EKm002239,G1/S-specific cyclin-D2 (89%P)
39626,Funhe2EKm002240,Chromosome 12 open reading frame (97%M)
39625,Funhe2EKm002240,Chromosome 12 open reading frame (97%M)
39642,Funhe2EKm002241,Fibroblast growh factor (100%M)
39600,Funhe2EKm002238,Uncharacterized protein
39732,Funhe2EKm002247,Engulfment and cell motility protein 3 (100%M)
39696,Funhe2EKm002245,"E2F transcription factor 4, p107/p130-binding (86%P)"
39724,Funhe2EKm002246,Uncharacterized protein
39658,Funhe2EKm002243,Solute carrier family 45 member (100%M)
39650,Funhe2EKm002242,Fibroblast growth factor (100%M)
39670,Funhe2EKm002244,Chromosome 12 open reading frame (100%T)
39868,Funhe2EKm002253,Uncharacterized protein (100%M)
39920,Funhe2EKm002255,Zona pellucida sperm-binding protein (99%M)
39897,Funhe2EKm002254,Matrix metallopeptidase 15 (membrane-inserted) (100%T)
39848,Funhe2EKm002252,Uncharacterized protein (94%M)
39784,Funhe2EKm002248,DNA-(apurinic or apyrimidinic site) lyase (99%C)
39794,Funhe2EKm002249,Leucine rich repeat containing (73%S)
39798,Funhe2EKm002250,Cyclic nucleotide-gated cation channel beta-1 (69%M)
34691,Funhe2EKm002269,PRO2987 (33%T)
39839,Funhe2EKm002251,HCG1778991 (74%U)
187796,Funhe2EKm012272,Uncharacterized protein
187804,Funhe2EKm012274,"TE: CDD: Rnase_HI_RT_non_LTR, Non-LTR RNase HI domain of reverse transcriptases (40%Z)"
187792,Funhe2EKm012270,Uncharacterized protein
187788,Funhe2EKm012269,CDD: Transcription termination factor Rho (88%C)
187523,Funhe2EKm012235,CDD: Transcription termination factor Rho (83%C)
261949,Funhe2EKm021528,Uncharacterized protein
261962,Funhe2EKm021529,Uncharacterized protein
261967,Funhe2EKm021530,TE: Transposase (63%T)
109084,Funhe2EKm006541,Zinc finger BED domain-containing protein 1 (26%U)
187917,Funhe2EKm012281,Prolyl-tRNA synthetase associated domain-containing protein (100%S)
187929,Funhe2EKm012282,Inactive ubiquitin carboxyl-terminal hydrolase 54 (22%U)
187891,Funhe2EKm012280,Opsin 4 (84%T)
187811,Funhe2EKm012276,Coagulation factor VIII (57%Z)
187815,Funhe2EKm012277,Bone morphogenetic protein receptor type-1A (100%M)
187841,Funhe2EKm012278,LIM domain-binding protein (78%T)
261973,Funhe2EKm021532,PARK2 co-regulated (95%P)
261977,Funhe2EKm021533,WD repeat domain 4 (24%T)
187962,Funhe2EKm012283,"Diacylglycerol kinase, gamma 90kDa (83%M)"
261987,Funhe2EKm021537,Pol protein (48%C)
261993,Funhe2EKm021538,Uncharacterized protein
262007,Funhe2EKm021539,Uncharacterized protein (49%S)
262012,Funhe2EKm021542,Actin-binding LIM protein (62%P)
262018,Funhe2EKm021543,"CDD: LamG, Laminin G domain protein (71%P)"
188090,Funhe2EKm012293,Ketohexokinase (fructokinase) (55%C)
188095,Funhe2EKm012296,Histone RNA hairpin-binding protein (90%P)
188178,Funhe2EKm012302,Early growth response protein (99%T)
188165,Funhe2EKm012301,Coiled-coil domain-containing protein (89%P)
188202,Funhe2EKm012306,GTPase IMAP family member 8 (20%U)
188196,Funhe2EKm012304,Zinc finger BED domain-containing protein 4 (24%U)
188184,Funhe2EKm012303,Hepatitis A virus cellular receptor (100%P)
188111,Funhe2EKm012294,Histone RNA hairpin-binding protein (97%P)
188094,Funhe2EKm012296,Histone RNA hairpin-binding protein (90%P)
188146,Funhe2EKm013711,GTPase IMAP family member (100%M)
188122,Funhe2EKm012295,Zinc finger matrin-type protein (100%M)
188136,Funhe2EKm012300,"Family with sequence similarity 53, member C (100%T)"
188010,Funhe2EKm026743,Hepatitis A virus cellular receptor (100%P)
188005,Funhe2EKm012289,Hepatitis A virus cellular receptor (100%P)
188024,Funhe2EKm012290,H/ACA ribonucleoprotein complex subunit 2 protein (100%P)
188034,Funhe2EKm012291,Forkhead box protein I1-ema (79%M)
188044,Funhe2EKm012292,Lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa) (100%P)
262033,Funhe2EKm021544,Chromosome 12 open reading frame (100%M)
262050,Funhe2EKm028349,chromosome 5 open reading frame 54 (24%T)
262056,Funhe2EKm021546,Tryptase-2 (89%P)
262095,Funhe2EKm014640,Mucin-2 (77%T)
262080,Funhe2EKm021548,Mucin-1 (99%T)
262066,Funhe2EKm021547,polymerase (RNA) II (DNA directed) polypeptide A (5%Z)
262102,Funhe2EKm021549,Leucine-rich repeat and WD repeat-containing protein KIAA1239 (81%P)
188252,Funhe2EKm012309,"Dicer 1, ribonuclease type III (92%P)"
188226,Funhe2EKm012308,Uro-adherence factor A (100%P)
188208,Funhe2EKm012307,"NACHT, LRR and PYD domains-containing protein 4 (100%T)"
188309,Funhe2EKm012312,Uncharacterized protein
188305,Funhe2EKm012311,guanidinoacetate N-methyltransferase (80%T)
188301,Funhe2EKm012310,Uncharacterized protein
262113,Funhe2EKm021553,Heat shock 70 kDa protein 12B (100%P)
262132,Funhe2EKm021556,serine hydroxymethyltransferase 2 (mitochondrial) (42%P)
262152,Funhe2EKm021559,LINE-1 type transposase domain-containing protein 1 (14%U)
262148,Funhe2EKm021558,"TE: CDD: L1-EN, Endonuclease domain of the non-LTR retrotransposon LINE-1 (76%M)"
262156,Funhe2EKm021561,Selenoprotein O (82%P)
262170,Funhe2EKm021562,"zinc finger, C3H1-type containing (17%P)"
530666,Funhe2EKm036697,Zinc finger protein (99%P)
549866,Funhe2EKm012313,Signal recognition particle 54 kDa protein (100%P)
188360,Funhe2EKm012319,Unknown
233515,Funhe2EKm017436,Uncharacterized protein
188367,Funhe2EKm012320,Tripartite motif protein 39.1 (85%P)
188346,Funhe2EKm012316,"CDD: IG_like, Immunoglobulin (66%M)"
188352,Funhe2EKm012318,Ig heavy chain V-III region VH26 (63%M)
188403,Funhe2EKm012323,tripartite motif-containing protein 16 (100%M)
188384,Funhe2EKm012321,Doublecortin kinase 2 (100%P)
188338,Funhe2EKm012315,Uncharacterized protein
188313,Funhe2EKm012314,"NACHT, LRR and PYD domains-containing protein 12 (100%M)"
591228,Funhe2EKm012322,Epidermal growth factor receptor kinase substrate 8 protein 1 (100%P)
262180,Funhe2EKm021563,Inactive tyrosine-protein kinase 7 (21%U)
262192,Funhe2EKm021565,General transcription factor II-I repeat domain-containing protein 2A (16%U)
262196,Funhe2EKm021567,Kinesin family member 4A (100%P)
262267,Funhe2EKm021569,1-encoded protein (79%P)
262247,Funhe2EKm021568,mitogen-activated protein kinase associated protein 1 (32%P)
262275,Funhe2EKm021571,Uncharacterized protein
262271,Funhe2EKm021570,Uncharacterized protein
262285,Funhe2EKm021572,Uncharacterized protein (98%M)
188494,Funhe2EKm012327,Uncharacterized protein
188482,Funhe2EKm012326,Asialoglycoprotein receptor 1 (72%M)
188409,Funhe2EKm012324,SH3-domain binding protein 5 (BTK-associated) (89%P)
188433,Funhe2EKm012325,Calpain-7 (100%P)
230349,Funhe2EKm021573,"NACHT, LRR and PYD domains-containing protein 7 (73%M)"
262289,Funhe2EKm021575,EH domain binding protein 1 1 (11%P)
97064,Funhe2EKm021574,EH domain-binding protein 1 protein 1 (64%P)
262293,Funhe2EKm021576,Ecto-ADP-ribosyltransferase (100%P)
262299,Funhe2EKm021577,Hemicentin-1 (3%U)
262309,Funhe2EKm021578,Histone-lysine N-methyltransferase SETD7 (100%Z)
188510,Funhe2EKm012330,Nudix (nucleoside diphosphate linked moiety X)-type motif (100%P)
188521,Funhe2EKm012331,Sorting nexin-8 (95%P)
188550,Funhe2EKm012332,Tweety (100%P)
188506,Funhe2EKm012329,TE: Transposase (46%Z)
185809,Funhe2EKm012333,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase (93%P)
188500,Funhe2EKm012328,"FtsJ RNA methyltransferase (E, coli) (100%P)"
262321,Funhe2EKm021579,"potassium channel, subfamily K, member 13 (27%P)"
262331,Funhe2EKm021581,"Cadherin 7, type 2 (96%M)"
262350,Funhe2EKm044001,UPF0723 protein C11orf83 (97%P)
262356,Funhe2EKm021582,Uncharacterized protein
262369,Funhe2EKm021583,Uncharacterized protein (85%Z)
16955,Funhe2EKm000959,FAM19A3 (100%M)
188572,Funhe2EKm012334,protein FAM19A2 (90%M)
262398,Funhe2EKm021585,Zona pellucida protein X (45%Z)
218459,Funhe2EKm015499,"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2 (100%P)"
262417,Funhe2EKm021592,Phosphatidylinositide phosphatase SAC1 (100%P)
262424,Funhe2EKm021597,Toll receptor 8 (82%P)
262428,Funhe2EKm021598,toll receptor 8 (15%P)
262432,Funhe2EKm021600,Sialic acid-binding Ig lectin 10 (64%P)
487017,Funhe2EKm034361,Poliovirus receptor-related protein (72%P)
262444,Funhe2EKm021601,Uncharacterized protein
188643,Funhe2EKm012345,Uncharacterized protein
188611,Funhe2EKm012342,"NACHT, LRR and PYD domains-containing protein 3 (67%M)"
242162,Funhe2EKm018239,Uncharacterized protein (68%M)
188598,Funhe2EKm012340,Uncharacterized protein
188665,Funhe2EKm012347,"NACHT, LRR and PYD domains-containing protein 4 (100%M)"
188659,Funhe2EKm012346,"DPH3, KTI11 homolog (S. cerevisiae) (73%T)"
188582,Funhe2EKm012337,"NACHT, LRR and PYD domains-containing protein 4 (89%T)"
188594,Funhe2EKm012339,Pol protein (46%M)
244785,Funhe2EKm012341,"NACHT, LRR and PYD domains-containing protein 3 (64%M)"
188628,Funhe2EKm012343,E3 ubiquitin-protein ligase TRIM39 (79%T)
188692,Funhe2EKm012350,"NACHT, LRR and PYD domains-containing protein 7 (75%T)"
188684,Funhe2EKm012349,Uncharacterized protein
573615,Funhe2EKm012348,Calpain-1 catalytic subunit (100%P)
262456,Funhe2EKm021602,"AlkB, alkylation repair (E, coli) (100%P)"
255282,Funhe2EKm020312,Uncharacterized protein
262465,Funhe2EKm021603,Stromal cell-derived factor 2 protein 1 (90%M)
40650,Funhe2EKm002292,Zinc finger protein (100%M)
40515,Funhe2EKm002286,Fibrinogen beta chain (100%M)
40681,Funhe2EKm002293,Metabotropic glutamate receptor 8 (100%M)
40527,Funhe2EKm002287,Gamma-secretase-activating protein (100%P)
40576,Funhe2EKm002288,5-hydroxytryptamine receptor 2A (93%T)
40608,Funhe2EKm002290,Vertebrate synaptophysin (SYP) (100%P)
40623,Funhe2EKm002291,Ataxin-7 protein 1 (100%P)
40582,Funhe2EKm002289,Nicotinamide phosphoribosyltransferase (100%P)
40474,Funhe2EKm002285,Coiled-coil domain-containing protein (89%P)
188744,Funhe2EKm012360,Uncharacterized protein LOC100007883 (63%Z)
188754,Funhe2EKm012361,II (38%U)
188765,Funhe2EKm012364,"CDD: DNA_pol_B_2, DNA polymerase type B, organellar and viral (84%C)"
188760,Funhe2EKm012362,Pol protein (85%Z)
188708,Funhe2EKm012352,Uncharacterized protein (100%M)
188712,Funhe2EKm012353,Uncharacterized protein (56%U)
188716,Funhe2EKm012358,"zinc finger, BED-type containing 1 (52%Z)"
188723,Funhe2EKm012359,Unknown
188771,Funhe2EKm012365,Nuclease HARBI1 (85%T)
93289,Funhe2EKm021604,Biorientation of chromosomes in cell division protein 1 1 (79%M)
262471,Funhe2EKm021605,TBC1 domain family member (87%P)
262487,Funhe2EKm021607,A disintegrin and metalloproteinase with thrombospondin motifs 20 (80%P)
254991,Funhe2EKm020259,HECT domain and RCC1 domain protein (84%Z)
262505,Funhe2EKm021608,HECT domain and RCC1 domain protein (100%Z)
188801,Funhe2EKm012370,ADP-ribosylation factor protein 13B (100%P)
188778,Funhe2EKm012367,Ig heavy chain V-III region VH26 (58%M)
188787,Funhe2EKm012368,Gamma-glutamylamine cyclotransferase (91%P)
188793,Funhe2EKm012369,Gamma-glutamylamine cyclotransferase (94%P)
258468,Funhe2EKm021609,"Sulfotransferase family, cytosolic, 6B, member (88%P)"
262515,Funhe2EKm021611,Nuclease HARBI1 (97%Z)
262511,Funhe2EKm021610,Histone H2B type 1-B (94%M)
80108,Funhe2EKm004729,Histone H2B type 1-B (95%T)
188842,Funhe2EKm012373,TE: Polyprotein (74%M)
188845,Funhe2EKm012374,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 (13%U)"
188825,Funhe2EKm012372,Glutamate receptor 2 (96%P)
167456,Funhe2EKm010586,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 (82%M)"
262519,Funhe2EKm021612,Beta-fibrinogenase brevinase (100%T)
262531,Funhe2EKm021613,Fucolectin-4 (86%M)
262538,Funhe2EKm021615,Mitogen-activated protein kinase kinase kinase (91%M)
219986,Funhe2EKm015669,Haloacid dehalogenase hydrolase domain containing (100%P)
188864,Funhe2EKm012380,Coiled-coil domain-containing protein (42%M)
188872,Funhe2EKm012385,Uncharacterized protein
188868,Funhe2EKm012384,Nuclease HARBI1 (53%T)
188850,Funhe2EKm012377,Uncharacterized protein (59%T)
188860,Funhe2EKm012378,Uncharacterized protein
262548,Funhe2EKm021617,Fibronectin (7%U)
262558,Funhe2EKm021618,Uncharacterized protein LOC100049342 (67%M)
127058,Funhe2EKm021619,Unconventional myosin-VIIa (65%P)
188913,Funhe2EKm012395,Uncharacterized protein
188917,Funhe2EKm012396,formin 2 (20%P)
188906,Funhe2EKm012394,Uncharacterized protein
188876,Funhe2EKm012386,Uncharacterized protein
188882,Funhe2EKm012387,Formin-2 (74%T)
188952,Funhe2EKm012684,Formin-2 (60%M)
188970,Funhe2EKm012398,Uncharacterized protein (72%P)
188964,Funhe2EKm012397,TE: Pol polyprotein (91%T)
262572,Funhe2EKm021624,ankyrin repeat domain 27 (VPS9 domain) (8%P)
262566,Funhe2EKm021623,Uncharacterized protein (60%P)
262580,Funhe2EKm021626,Uncharacterized protein (88%M)
188997,Funhe2EKm012404,Uncharacterized protein
189005,Funhe2EKm012405,Zinc finger protein 618 (22%U)
188980,Funhe2EKm012401,Uncharacterized protein
188974,Funhe2EKm012400,Zinc finger BED domain-containing protein (94%T)
188987,Funhe2EKm012402,Uncharacterized protein (70%T)
262592,Funhe2EKm021636,Uncharacterized protein
262588,Funhe2EKm021635,Gap junction protein (100%M)
262596,Funhe2EKm021637,CYP2D6 protein (43%U)
262606,Funhe2EKm021639,"REX2, RNA exonuclease 2 (79%P)"
189225,Funhe2EKm012412,Tryptase alpha/beta-1 (99%T)
189209,Funhe2EKm012411,Chymotrypsinogen B (77%M)
189247,Funhe2EKm012414,Vertebrate 5-hydroxytryptamine (Serotonin) receptor 1A (HTR1A) (62%P)
189243,Funhe2EKm012413,Galanin receptor type (66%P)
189201,Funhe2EKm012410,Agouti related protein (mouse) (96%P)
189191,Funhe2EKm012409,Uncharacterized protein
189187,Funhe2EKm012408,Uncharacterized protein
189013,Funhe2EKm012406,Vacuolar protein sorting 13 C (100%P)
262610,Funhe2EKm021642,C-type lectin domain family 3 member A (46%T)
262622,Funhe2EKm021643,Mucin-2 (76%T)
262632,Funhe2EKm021644,"Acyl-coenzyme A thioesterase 2, mitochondrial (51%T)"
262641,Funhe2EKm021646,Uncharacterized protein (72%Z)
262647,Funhe2EKm021648,Serine protease 53 (69%T)
189310,Funhe2EKm012419,Tubulin--tyrosine ligase (100%P)
189264,Funhe2EKm012416,Chromosome 7 open reading frame (97%M)
189257,Funhe2EKm012415,Von Willebrand factor C domain containing (100%P)
121648,Funhe2EKm007402,Von Willebrand factor C domain containing (100%P)
189309,Funhe2EKm012419,Tubulin--tyrosine ligase (100%P)
189302,Funhe2EKm012418,Fidgetin protein 1 (100%P)
189284,Funhe2EKm012417,IKAROS family zinc finger 1 (Ikaros) (93%M)
262659,Funhe2EKm021650,Uncharacterized protein
262664,Funhe2EKm029132,Septin-4 (100%P)
26808,Funhe2EKm001489,Septin-4 (95%P)
262671,Funhe2EKm021651,"CDD: Zn-dependent peptidases, insulinase (96%C)"
262677,Funhe2EKm021652,Ribonuclease H1 (97%Z)
262692,Funhe2EKm021654,Uncharacterized protein
262682,Funhe2EKm021653,E3 ubiquitin-protein ligase RNF31 (95%M)
262708,Funhe2EKm021657,GTPase IMAP family member 7 (47%M)
262702,Funhe2EKm021656,GTPase IMAP family member GIMD1 (61%T)
262698,Funhe2EKm021655,Myosin-8 (77%M)
189348,Funhe2EKm012425,"Zinc finger, DHHC-type containing 5 (100%M)"
189344,Funhe2EKm012424,Uncharacterized protein
189379,Funhe2EKm012426,Thioredoxin-related transmembrane protein 2-B (100%P)
189327,Funhe2EKm012422,"Solute carrier family 43, member 1 (96%P)"
262716,Funhe2EKm021658,DTX2 protein (77%P)
262726,Funhe2EKm021661,"Integrin alpha-IIb light chain, form (50%P)"
262734,Funhe2EKm021662,Collectin-12 (18%U)
189420,Funhe2EKm012429,WD repeat domain (51%M)
189457,Funhe2EKm012440,Nuclease HARBI1 (77%S)
189461,Funhe2EKm012441,Nuclease HARBI1 (81%S)
189444,Funhe2EKm012439,Unknown
189440,Funhe2EKm012436,Paraneoplastic antigen Ma1 (55%M)
189436,Funhe2EKm012434,Uncharacterized protein (95%M)
189432,Funhe2EKm012432,II (19%U)
189426,Funhe2EKm012430,Nuclear undecaprenyl pyrophosphate synthase 1 (81%P)
224969,Funhe2EKm016236,nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) (79%P)
189398,Funhe2EKm012427,Serine incorporator 1 (94%P)
262738,Funhe2EKm021663,GTP-binding protein 8 (100%P)
262746,Funhe2EKm021664,Uncharacterized protein
122329,Funhe2EKm021665,"Docking protein 1, 62kDa (downstream of tyrosine kinase 1) (100%T)"
262753,Funhe2EKm021666,PDZ and LIM domain 5 (100%P)
262780,Funhe2EKm021668,Stonustoxin subunit beta (80%M)
262786,Funhe2EKm021669,Interleukin-1 receptor 2 (59%M)
41126,Funhe2EKm002318,ATP-binding cassette sub-family A member 12 (100%M)
41106,Funhe2EKm002317,GDP-fucose protein O-fucosyltransferase (100%P)
41097,Funhe2EKm002316,Tubulin alpha chain (96%M)
41064,Funhe2EKm019636,Tubulin alpha chain (92%M)
41063,Funhe2EKm019636,Tubulin alpha chain (92%M)
41045,Funhe2EKm002313,DnaJ subfamily B member (100%P)
41085,Funhe2EKm002315,Tubulin alpha-3C/D chain (77%U)
41073,Funhe2EKm002314,"Vertebrate tuba1l, tubulin, alpha 1, like (Tuba1l) (100%T)"
41072,Funhe2EKm002314,"Vertebrate tuba1l, tubulin, alpha 1, like (Tuba1l) (100%T)"
41269,Funhe2EKm002319,BRCA1-associated RING domain protein (100%P)
496851,Funhe2EKm034945,Carbonic anhydrase (86%P)
107106,Funhe2EKm002310l2,Transmembrane protein 198-B (83%M)
40805,Funhe2EKm002300,Uncharacterized protein
40811,Funhe2EKm002301,matrix-remodelling associated 5 (7%P)
174432,Funhe2EKm002305,"BRICK1, SCAR/WAVE actin-nucleating complex subunit (100%M)"
40785,Funhe2EKm002299,"Neuroligin-4, X-linked (100%P)"
40820,Funhe2EKm002302,Matrix-remodelling associated 5 (95%M)
40838,Funhe2EKm002303,Arylsulfatase E (chondrodysplasia punctata 1) (100%P)
40718,Funhe2EKm002295,Arginine N-methyltransferase (96%P)
244213,Funhe2EKm018565,"Tubulin, alpha 4a (100%T)"
40711,Funhe2EKm002294,Zinc finger protein (100%M)
40739,Funhe2EKm002296,"Excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) (90%P)"
40779,Funhe2EKm002298,Uncharacterized protein
40757,Funhe2EKm002297,Serine/arginine repetitive matrix protein (68%M)
40969,Funhe2EKm002311,Desmin (97%P)
40864,Funhe2EKm002304,Uncharacterized protein
40956,Funhe2EKm002310,Gephyrin (87%T)
40993,Funhe2EKm002312,Receptor-type tyrosine-protein phosphatase N (100%P)
40994,Funhe2EKm002312,Receptor-type tyrosine-protein phosphatase N (100%P)
40918,Funhe2EKm002309,Myc box-dependent-interacting protein (92%T)
40908,Funhe2EKm002308,Indian hedgehog (97%P)
40880,Funhe2EKm002307,Sorting nexin-4 (100%P)
189467,Funhe2EKm012442,A disintegrin and metalloproteinase with thrombospondin motifs 3 (99%T)
232909,Funhe2EKm017353,Neuropeptide FF receptor 2 (85%P)
262796,Funhe2EKm021674,TE: Reverse transcriptase protein (65%P)
262800,Funhe2EKm021675,1-encoded protein (58%C)
262804,Funhe2EKm021676,Tumor necrosis factor alpha-induced protein (66%M)
189498,Funhe2EKm012443,Distal-less homeobox (90%P)
189574,Funhe2EKm012446,Cytoplasmic dynein 1 intermediate chain 2 (100%P)
189511,Funhe2EKm012444,Histone acetyltransferase type B catalytic subunit (100%P)
189535,Funhe2EKm012445,Calcium-binding mitochondrial carrier protein Aralar1 (100%P)
262830,Funhe2EKm021678,Leucine rich repeat containing (65%P)
262818,Funhe2EKm021677,Ribonuclease H1 (72%T)
262836,Funhe2EKm021681,Deoxyuridine 5'-triphosphate nucleotidohydrolase (88%)
262842,Funhe2EKm021683,Leucine rich repeat containing (80%M)
189701,Funhe2EKm012450,PRP38 pre-mRNA processing factor 38 domain containing A (91%P)
189761,Funhe2EKm012453,Zinc finger protein (100%P)
189756,Funhe2EKm012452,Krueppel-related zinc finger protein (100%P)
189732,Funhe2EKm012451,tRNA methyltransferase 1 (100%T)
163690,Funhe2EKm010273,Interferon-induced protein with tetratricopeptide repeats (86%P)
189611,Funhe2EKm012447,Alpha N-terminal protein methyltransferase 1B (100%P)
189621,Funhe2EKm012448,Kinesin-associated protein 3 (100%S)
189664,Funhe2EKm012449,"Family with sequence similarity 129, member A (71%T)"
262850,Funhe2EKm021685,Serine protease HTRA1 (50%P)
262858,Funhe2EKm021686,Uncharacterized protein
262862,Funhe2EKm021687,Pgbd5 protein (86%M)
262866,Funhe2EKm021688,Uncharacterized protein
189767,Funhe2EKm012455,1-encoded protein (68%T)
35901,Funhe2EKm002048,Fibulin 1 (99%P)
262879,Funhe2EKm021692,Trafficking protein particle complex subunit (100%P)
262872,Funhe2EKm021691,Unknown
262939,Funhe2EKm021693,Uncharacterized protein
262943,Funhe2EKm021694,"Family with sequence similarity 26, member E (100%P)"
242593,Funhe2EKm018292,"RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing (100%P)"
189899,Funhe2EKm012466,Zinc finger protein (93%M)
189863,Funhe2EKm012464,OTU domain-containing protein (100%M)
189891,Funhe2EKm012465,Uncharacterized protein (87%P)
189827,Funhe2EKm012463,ATP-binding cassette sub-family E member (100%M)
189793,Funhe2EKm012458,Tripartite motif-containing protein 16 protein (100%T)
189801,Funhe2EKm012460,E3 ubiquitin/ISG15 ligase TRIM25 (100%T)
189777,Funhe2EKm012457,E3 ubiquitin/ISG15 ligase TRIM25 (98%T)
189816,Funhe2EKm012462,Anaphase-promoting complex subunit (95%P)
189802,Funhe2EKm012460,E3 ubiquitin/ISG15 ligase TRIM25 (100%T)
189808,Funhe2EKm012461,Tripartite motif-containing protein 16 protein (76%T)
262949,Funhe2EKm021696,Vertebrate platelet-activating factor acetylhydrolase (100%C)
262953,Funhe2EKm021698,Uncharacterized protein (66%C)
189399,Funhe2EKm012427,Serine incorporator 1 (94%P)
189949,Funhe2EKm012470,Mitochondrial import inner membrane translocase subunit Tim8 A (99%P)
189922,Funhe2EKm012468,"Methionyl-tRNA synthetase 2, mitochondrial (99%P)"
189937,Funhe2EKm012469,Magnesium transporter NIPA2 (100%P)
189906,Funhe2EKm012467,Mediator of RNA polymerase II transcription subunit (82%P)
190009,Funhe2EKm012474,Alpha-galactosidase A (97%P)
190005,Funhe2EKm012473,Uncharacterized protein
190028,Funhe2EKm012475,Glycine receptor subunit alpha-4 (100%M)
189955,Funhe2EKm012471,Bruton agammaglobulinemia tyrosine kinase (96%P)
189993,Funhe2EKm012472,60S ribosomal protein L36a (100%Z)
262957,Funhe2EKm021700,Uncharacterized protein (77%M)
262961,Funhe2EKm021701,biorientation of chromosomes in cell division protein 1 1-like (21%M)
262971,Funhe2EKm021702,Zinc finger protein (100%P)
262977,Funhe2EKm021703,poly(rC)-binding protein 4 (17%M)
262981,Funhe2EKm021704,Nuclear pore complex-interacting protein (100%C)
262985,Funhe2EKm021705,Ig lambda chain V-VI region EB4 (87%P)
262993,Funhe2EKm021706,Serine/threonine-protein kinase ppk4 (60%M)
263002,Funhe2EKm021707,Uncharacterized protein (91%Z)
190077,Funhe2EKm012480,"Olfactory receptor, family 13, subfamily J, member (95%T)"
190057,Funhe2EKm012477,Olfactory receptor 2K2 (100%P)
190065,Funhe2EKm012479,Olfactory receptor 2K2 (94%P)
190111,Funhe2EKm012485,Olfactory receptor 52N5 (99%P)
190091,Funhe2EKm012482,"Odorant receptor, family F, subfamily 115, member (99%T)"
190117,Funhe2EKm012486,"Odorant receptor, family F, subfamily 115, member (100%P)"
190124,Funhe2EKm012487,"Odorant receptor, family F, subfamily 115, member (100%T)"
190130,Funhe2EKm012488,Odorant receptor 9.2 (100%P)
190046,Funhe2EKm012476,5-hydroxytryptamine receptor (100%P)
190095,Funhe2EKm012483,Olfactory receptor 4Q2 (93%U)
190101,Funhe2EKm012484,Olfactory receptor 2K2 (99%P)
243310,Funhe2EKm012481,Uncharacterized protein (73%M)
228735,Funhe2EKm021710,protein NLRC3 (6%M)
263006,Funhe2EKm021711,Activating transcription factor 7-interacting protein (64%M)
190171,Funhe2EKm012502,Unknown
190163,Funhe2EKm012501,Uncharacterized protein (38%T)
190141,Funhe2EKm012491,"CDD: xanthine_xdhA, Xanthine dehydrogenase, small subunit (65%C)"
212635,Funhe2EKm014824,Uncharacterized protein (67%C)
190135,Funhe2EKm012489,Uncharacterized protein
190148,Funhe2EKm012496,TE: Reverse transcriptase (62%Z)
190156,Funhe2EKm012498,Uncharacterized protein (100%T)
190152,Funhe2EKm012497,Uncharacterized protein (68%Z)
263016,Funhe2EKm021713,Uncharacterized protein (50%M)
263022,Funhe2EKm021714,Snaclec EMS16 subunit beta (44%M)
263030,Funhe2EKm021715,rho GTPase-activating protein 39 (12%M)
190223,Funhe2EKm012509,Enolase family member (93%P)
190219,Funhe2EKm012508,Unknown
190266,Funhe2EKm012527,Uncharacterized protein (79%M)
190275,Funhe2EKm012516,Carboxyl-ester lipase (69%M)
190281,Funhe2EKm012521,"CDD: Zn-dependent peptidases, insulinase (84%C)"
190287,Funhe2EKm012522,Uncharacterized protein (44%M)
190257,Funhe2EKm012514,Uncharacterized protein
190246,Funhe2EKm012511,Uncharacterized protein
190178,Funhe2EKm012504,Uncharacterized protein
184853,Funhe2EKm012528,Ribonuclease H1 (94%C)
190186,Funhe2EKm012505,Uncharacterized protein (92%C)
